aX,aY,aZ,gX,gY,gZ
0.905,0.318,0.213,-2.991,1.343,0.671
0.920,0.191,0.137,1.953,2.686,2.869
0.933,0.140,0.142,0.183,1.160,4.639
0.927,0.207,0.182,-4.089,-1.953,3.906
0.980,0.241,0.186,-7.568,-2.197,5.798
1.067,0.249,0.202,-8.545,-1.160,11.353
1.131,0.241,0.216,-6.958,0.183,15.320
1.258,0.259,0.239,-5.371,-0.977,16.357
1.372,0.302,0.265,-4.028,-5.981,15.564
1.460,0.369,0.297,-0.305,-9.888,11.353
1.577,0.412,0.365,7.751,-11.047,4.150
1.638,0.458,0.338,18.433,-12.512,-3.174
1.698,0.485,0.293,26.611,-12.451,-9.094
1.766,0.552,0.234,30.518,-7.324,-14.404
1.845,0.619,0.186,30.579,5.493,-18.127
1.924,0.621,0.209,28.442,26.550,-21.118
1.997,0.664,0.150,21.606,42.053,-29.419
2.049,0.712,0.190,12.878,53.284,-38.330
2.087,0.709,0.187,12.024,54.138,-45.410
2.063,0.650,0.192,15.442,46.387,-50.232
1.969,0.599,0.153,18.188,34.851,-55.298
1.842,0.538,0.115,17.090,23.987,-62.195
1.725,0.478,0.080,11.536,17.822,-71.228
1.598,0.409,0.053,8.362,20.508,-78.857
1.478,0.320,0.049,5.920,29.541,-83.008
1.371,0.232,0.063,2.319,41.138,-83.801
1.302,0.148,0.102,-2.502,48.218,-83.191
1.258,0.114,0.051,-7.568,45.288,-82.825
1.236,0.111,0.027,-11.353,41.382,-79.285
1.188,0.109,-0.005,-12.878,37.231,-73.486
1.131,0.084,0.022,-14.343,33.203,-68.359
1.083,0.122,0.045,-18.494,25.696,-66.345
1.019,0.161,0.050,-20.264,19.348,-65.735
0.946,0.167,0.037,-15.015,19.043,-65.674
0.892,0.154,0.033,-9.338,21.545,-64.270
0.867,0.119,0.031,-6.653,26.001,-63.171
0.855,0.085,0.034,-6.653,31.311,-65.857
0.820,0.088,0.027,-8.545,36.011,-71.045
0.777,0.085,0.036,-9.888,41.870,-74.646
0.759,0.066,0.038,-10.864,48.462,-76.416
0.738,0.088,0.026,-12.268,53.589,-77.759
0.712,0.121,0.043,-12.878,55.908,-77.759
0.694,0.122,0.053,-13.245,52.307,-75.684
0.671,0.109,0.025,-17.822,38.940,-70.740
0.627,0.113,0.022,-23.132,23.926,-66.101
0.588,0.109,0.034,-28.320,14.587,-64.026
0.521,0.110,0.014,-32.959,12.512,-63.477
0.446,0.084,-0.014,-38.025,17.212,-63.538
0.402,0.072,-0.037,-45.288,28.625,-64.575
0.364,0.063,-0.024,-54.077,44.678,-67.566
0.353,0.037,0.009,-63.049,58.716,-72.205
0.371,0.037,0.045,-68.604,67.139,-78.674
0.367,0.047,0.092,-65.186,69.336,-81.848
0.318,0.034,0.089,-53.772,61.279,-79.163
0.253,-0.002,0.059,-41.199,47.668,-70.923
0.177,-0.065,0.003,-31.372,33.142,-59.509
0.114,-0.111,-0.042,-26.978,22.583,-47.607
0.057,-0.152,-0.066,-26.184,18.921,-35.522
0.014,-0.229,-0.094,-26.184,22.400,-24.170
-0.007,-0.320,-0.077,-28.687,29.846,-18.127
0.028,-0.304,-0.073,-38.330,38.147,-18.921
0.042,-0.285,-0.058,-49.866,41.626,-13.489
0.084,-0.197,-0.031,-57.251,43.518,-6.653
0.182,-0.114,0.049,-60.913,44.006,0.305
0.276,-0.077,0.103,-54.138,39.917,7.019
0.300,-0.039,0.141,-35.889,30.823,10.498
0.261,-0.048,0.113,-16.724,14.771,13.428
0.233,-0.079,0.070,-2.258,-1.770,19.226
0.225,-0.089,0.023,7.690,-12.085,27.344
0.212,-0.125,-0.007,13.428,-17.883,35.889
0.255,-0.034,-0.055,14.954,-18.921,41.260
0.264,-0.103,-0.061,16.357,-16.968,51.392
0.322,-0.104,-0.055,18.677,-14.832,56.335
0.383,-0.091,-0.035,18.433,-15.442,56.702
0.413,-0.066,-0.016,19.226,-17.212,57.373
0.422,-0.075,-0.001,20.569,-19.104,56.030
0.446,-0.064,0.016,19.714,-19.409,54.016
0.437,0.006,0.053,17.822,-17.822,53.772
0.423,0.075,0.083,18.677,-13.794,56.458
0.458,0.125,0.095,24.231,-7.507,59.509
0.502,0.164,0.076,32.654,-4.517,62.012
0.571,0.168,0.045,40.955,-7.263,64.453
0.646,0.111,0.013,48.584,-14.709,67.688
0.709,0.000,-0.022,54.443,-25.024,70.679
0.721,-0.078,-0.074,57.129,-33.203,72.510
0.700,-0.113,-0.119,54.932,-37.231,72.632
0.718,-0.131,-0.129,48.523,-37.720,73.486
0.751,-0.135,-0.120,37.720,-35.217,75.745
0.756,-0.066,-0.122,25.574,-28.931,78.125
0.781,0.040,-0.123,15.564,-17.395,77.209
0.843,0.139,-0.124,9.705,-3.967,73.853
0.904,0.229,-0.116,7.324,4.150,69.336
0.988,0.298,-0.088,8.728,2.258,66.772
1.115,0.231,-0.058,13.794,-9.094,67.749
1.167,0.141,-0.045,18.555,-22.156,72.205
1.125,0.107,-0.106,21.240,-27.954,74.463
1.124,0.084,-0.164,20.813,-25.696,72.144
1.205,0.053,-0.259,15.198,-21.057,70.740
1.344,0.299,0.025,10.193,-13.672,72.876
1.274,0.279,-0.031,-3.845,-33.752,93.872
1.294,0.345,-0.012,-6.287,-52.734,95.520
1.460,0.558,0.059,12.146,-51.880,72.571
1.536,0.847,0.019,26.855,-58.716,64.331
1.531,0.688,0.079,32.104,-77.393,87.830
1.581,0.530,0.018,34.546,-97.290,103.271
1.632,0.507,0.038,39.246,-92.773,89.905
1.601,0.394,0.000,39.917,-76.294,76.294
1.596,0.362,-0.041,35.095,-60.547,64.087
1.520,0.195,-0.033,27.222,-43.213,55.725
1.617,0.254,0.093,18.738,-26.794,38.818
1.567,0.350,0.055,3.723,-27.466,32.898
1.502,0.433,0.068,-4.517,-27.100,36.560
1.477,0.449,0.105,-5.798,-22.400,36.804
1.492,0.505,0.112,-9.277,-22.705,26.611
1.531,0.508,0.138,-12.207,-25.208,12.451
1.519,0.420,0.137,-10.498,-26.733,-0.305
1.518,0.397,0.125,-10.498,-32.410,-14.404
1.441,0.371,0.128,-6.775,-33.386,-22.644
1.380,0.333,0.142,-1.587,-32.959,-22.949

0.817,0.207,0.086,-3.540,1.892,24.109
0.855,0.222,0.021,-6.042,6.165,27.710
0.943,0.214,0.109,-8.850,11.597,30.884
0.997,0.294,0.097,-13.367,13.062,27.588
1.059,0.302,0.113,-15.503,15.015,20.203
1.070,0.335,0.141,-18.005,15.808,13.062
1.075,0.372,0.153,-18.555,12.756,8.789
1.108,0.367,0.185,-15.686,8.789,9.644
1.143,0.372,0.187,-9.277,3.662,11.475
1.180,0.337,0.185,-2.869,-1.526,13.550
1.222,0.325,0.171,1.221,-4.517,14.954
1.293,0.349,0.155,3.296,-5.554,15.320
1.394,0.374,0.161,4.944,-2.258,14.709
1.531,0.417,0.174,4.395,3.479,9.521
1.657,0.494,0.181,4.333,9.827,1.709
1.767,0.590,0.205,8.179,13.977,-3.235
1.862,0.679,0.205,15.015,13.184,-2.930
1.948,0.762,0.176,23.071,13.245,-5.432
2.005,0.769,0.029,28.381,17.517,-13.306
2.000,0.823,0.041,25.879,23.621,-22.949
2.008,0.742,0.023,26.794,31.128,-34.058
1.995,0.679,-0.001,25.269,42.603,-44.495
1.950,0.632,-0.035,18.921,53.894,-54.504
1.944,0.545,0.004,11.536,65.796,-62.927
1.928,0.492,0.021,7.690,73.486,-73.914
1.867,0.464,0.002,5.859,75.989,-85.632
1.829,0.401,0.040,5.798,75.562,-95.215
1.733,0.385,0.015,7.080,66.162,-103.210
1.569,0.388,-0.031,7.507,51.514,-108.154
1.427,0.329,-0.088,8.179,40.833,-109.375
1.295,0.246,-0.150,9.399,37.292,-109.802
1.170,0.198,-0.192,5.615,42.053,-110.229
1.086,0.161,-0.184,-2.747,51.880,-110.413
0.997,0.144,-0.176,-13.184,61.401,-111.755
0.911,0.124,-0.167,-24.658,67.017,-112.671
0.868,0.147,-0.138,-35.889,70.068,-109.070
0.838,0.218,-0.117,-45.288,71.411,-98.389
0.808,0.084,-0.066,-55.359,68.054,-88.257
0.720,0.125,-0.007,-55.786,59.692,-89.905
0.632,0.138,-0.008,-53.467,48.584,-91.248
0.563,0.104,0.027,-52.185,40.344,-91.919
0.486,0.120,0.071,-51.758,35.767,-93.384
0.398,0.172,0.083,-51.025,31.372,-91.003
0.309,0.198,0.054,-48.950,31.738,-82.275
0.317,0.237,0.231,-45.227,35.645,-69.031
0.333,0.177,0.150,-40.039,28.198,-53.040
0.317,0.169,0.077,-34.546,27.344,-45.288
0.340,0.143,0.076,-27.954,37.659,-40.955
0.418,0.136,0.164,-21.118,38.513,-37.292
0.406,0.100,0.168,-11.719,28.320,-37.598
0.361,0.034,0.067,-2.686,13.367,-39.551
0.309,-0.004,0.023,0.000,1.160,-41.260
0.249,-0.047,-0.034,-0.793,-1.526,-45.715
0.203,-0.112,-0.032,-2.808,4.883,-50.903
0.214,-0.139,-0.038,-8.728,13.733,-54.504
0.201,-0.120,-0.051,-15.259,21.240,-56.396
0.217,-0.151,-0.057,-19.531,26.123,-54.077
0.250,-0.166,-0.045,-21.729,28.564,-48.279
0.252,-0.163,-0.038,-20.874,25.085,-40.527
0.238,-0.178,-0.031,-15.991,19.409,-30.212
0.244,-0.224,-0.048,-8.850,12.756,-18.188
0.247,-0.242,-0.077,-3.296,7.446,-8.179
0.248,-0.233,-0.108,0.610,3.906,-1.221
0.279,-0.225,-0.136,4.578,2.747,4.761
0.323,-0.213,-0.162,5.127,0.854,9.766
0.371,-0.216,-0.177,4.089,0.000,14.404
0.410,-0.205,-0.185,3.601,0.488,18.127
0.451,-0.201,-0.192,3.845,2.258,20.386
0.472,-0.204,-0.175,4.456,4.272,22.888
0.505,-0.192,-0.126,5.188,2.502,25.208
0.529,-0.171,-0.121,7.568,-4.944,27.649
0.537,-0.139,-0.123,10.986,-12.695,31.006
0.566,-0.133,-0.117,14.404,-19.165,35.400
0.596,-0.143,-0.116,17.090,-24.353,39.307
0.600,-0.124,-0.131,18.555,-26.733,40.955
0.574,-0.131,-0.128,18.555,-27.405,40.588
0.565,-0.098,-0.100,17.944,-25.452,39.368
0.533,-0.030,-0.090,17.395,-24.292,40.039
0.527,-0.044,-0.073,17.700,-23.987,42.480
0.555,-0.010,-0.039,19.165,-23.499,41.748
0.583,0.022,-0.010,20.874,-26.245,42.236
0.620,0.065,-0.013,25.574,-33.325,40.283
0.641,0.043,-0.002,30.029,-39.185,39.795
0.655,0.003,0.025,34.302,-40.649,39.429
0.646,-0.036,0.034,38.635,-41.077,38.147
0.627,-0.078,0.025,42.114,-41.016,38.330
0.598,-0.111,0.038,43.579,-40.710,39.490
0.581,-0.110,0.069,41.809,-40.955,42.175
0.552,-0.056,0.066,38.086,-42.725,48.096
0.525,0.034,0.019,33.691,-44.556,56.396
0.555,0.086,-0.019,29.053,-41.260,64.819
0.654,0.087,-0.050,24.536,-34.729,71.289
0.754,0.086,-0.052,18.738,-29.236,76.904
0.829,0.091,-0.039,14.893,-24.597,80.139
0.890,0.119,-0.010,16.479,-20.508,80.566
0.940,0.107,-0.003,22.095,-20.569,77.454
0.927,0.080,-0.000,27.527,-25.513,71.594
0.884,0.105,-0.006,28.931,-33.203,65.735
0.878,0.168,-0.028,25.391,-38.818,62.500
0.882,0.240,-0.067,16.663,-42.114,62.195
0.931,0.295,-0.088,6.348,-39.429,63.293
1.024,0.315,-0.072,0.305,-32.288,64.331
1.178,0.265,-0.030,-1.953,-28.320,67.749
1.212,0.079,-0.133,0.244,-26.123,73.059
1.405,0.268,0.226,7.019,-22.156,77.271
1.391,0.111,-0.021,7.141,-54.382,92.712
1.385,0.002,0.071,13.489,-67.688,84.534
1.384,0.180,0.085,18.555,-63.843,62.927
1.314,0.291,0.060,9.583,-67.200,58.838
1.388,0.525,0.034,0.183,-69.885,63.416
1.350,0.547,0.103,-3.418,-62.866,74.097
1.410,0.612,0.036,0.854,-57.739,76.965
1.466,0.589,0.041,10.132,-47.485,65.369
1.453,0.569,-0.004,12.329,-40.527,58.228
1.385,0.419,0.016,9.644,-35.461,52.002
1.404,0.414,0.033,6.042,-28.625,39.978
1.341,0.404,-0.056,-2.686,-23.437,32.227
1.328,0.401,-0.004,-11.475,-9.949,27.771
1.314,0.353,0.099,-19.470,2.197,23.865

0.882,0.385,0.249,-14.648,45.044,60.974
0.997,0.298,0.126,3.418,44.373,63.110
1.080,0.361,0.091,5.310,34.790,60.242
1.132,0.370,0.078,9.216,26.550,48.157
1.135,0.336,0.042,12.329,19.470,36.194
1.111,0.338,0.061,11.108,17.822,27.344
1.129,0.342,0.070,6.897,19.043,22.827
1.197,0.402,0.068,2.197,22.949,20.081
1.318,0.440,0.096,-0.610,27.161,18.494
1.441,0.518,0.097,-1.648,25.208,15.930
1.566,0.622,0.082,-1.282,21.362,10.620
1.676,0.679,0.090,3.296,20.569,2.808
1.761,0.759,0.070,9.827,19.653,-6.042
1.825,0.782,0.065,17.883,15.991,-11.230
1.860,0.795,0.051,27.771,10.925,-12.634
1.896,0.800,-0.023,33.997,5.188,-15.747
1.911,0.809,-0.088,33.997,7.263,-26.306
1.906,0.828,-0.134,27.649,16.479,-41.565
1.905,0.833,-0.058,18.311,26.001,-57.678
1.912,0.871,-0.113,11.230,31.799,-74.402
1.878,0.806,-0.089,12.512,33.875,-85.388
1.839,0.708,-0.091,10.803,33.447,-92.285
1.805,0.617,-0.094,11.353,29.419,-98.999
1.730,0.542,-0.127,11.292,23.254,-104.736
1.619,0.464,-0.161,9.583,19.287,-108.459
1.527,0.373,-0.159,7.507,19.897,-113.586
1.436,0.339,-0.159,4.272,20.874,-118.042
1.333,0.310,-0.178,1.465,20.752,-121.155
1.259,0.266,-0.200,-0.732,21.912,-123.108
1.193,0.250,-0.203,-4.639,25.330,-121.887
1.144,0.217,-0.173,-11.230,26.306,-116.333
1.104,0.192,-0.083,-19.043,21.301,-110.413
1.032,0.229,-0.004,-23.926,11.780,-108.765
0.913,0.283,0.024,-22.705,2.441,-111.267
0.788,0.273,0.013,-16.479,-1.404,-112.671
0.696,0.222,0.004,-11.353,1.099,-109.314
0.657,0.177,0.016,-9.338,6.348,-103.699
0.631,0.147,0.020,-10.559,7.690,-98.755
0.601,0.123,0.022,-15.808,4.639,-95.215
0.546,0.124,0.009,-23.865,2.014,-91.309
0.467,0.170,0.001,-31.311,2.625,-85.693
0.427,0.125,0.029,-36.072,9.155,-81.665
0.469,0.109,0.058,-38.879,18.860,-79.468
0.527,0.161,0.077,-39.185,21.484,-80.872
0.523,0.201,0.092,-36.926,15.686,-83.130
0.481,0.177,0.153,-30.945,7.507,-83.801
0.402,0.140,0.191,-22.278,-0.977,-83.496
0.296,0.094,0.178,-13.306,-5.554,-79.956
0.222,-0.001,0.116,-6.042,-3.845,-70.984
0.208,-0.085,0.055,-5.798,4.944,-59.753
0.244,-0.114,0.003,-11.475,18.982,-51.697
0.292,-0.118,-0.012,-20.142,32.959,-47.974
0.357,-0.112,-0.042,-27.527,41.870,-48.523
0.377,-0.110,-0.054,-30.457,45.288,-49.194
0.367,-0.120,-0.033,-28.931,44.922,-47.180
0.339,-0.125,-0.016,-24.475,40.955,-42.603
0.296,-0.145,-0.009,-17.578,35.583,-33.875
0.238,-0.173,-0.025,-7.263,33.325,-21.484
0.242,-0.300,-0.049,2.258,38.452,-12.695
0.232,-0.283,-0.094,-1.343,43.030,-14.038
0.220,-0.292,-0.090,-9.338,49.133,-7.385
0.299,-0.344,-0.050,-13.794,52.551,-2.625
0.324,-0.286,-0.086,-16.174,49.744,0.000
0.315,-0.249,-0.090,-17.883,46.875,5.127
0.371,-0.232,-0.061,-17.517,44.189,10.071
0.408,-0.201,-0.042,-13.794,40.527,18.738
0.478,-0.138,-0.026,-7.385,33.081,26.428
0.546,-0.128,-0.009,0.305,21.667,33.142
0.591,-0.113,-0.056,6.653,6.165,39.063
0.599,-0.083,-0.100,9.949,-5.798,44.312
0.596,-0.055,-0.129,10.681,-10.986,47.791
0.607,-0.041,-0.138,8.667,-12.024,50.171
0.641,-0.070,-0.126,7.019,-10.925,51.575
0.663,-0.041,-0.120,5.859,-8.911,46.753
0.652,-0.034,-0.108,6.348,-7.996,41.199
0.627,-0.049,-0.057,6.775,-9.766,38.330
0.601,-0.022,-0.025,8.911,-14.343,32.776
0.538,0.022,0.010,11.536,-18.982,31.250
0.464,-0.035,0.074,15.503,-21.057,35.095
0.442,-0.033,0.082,20.508,-22.827,37.781
0.445,-0.004,0.066,22.583,-22.644,41.321
0.459,0.044,0.049,21.484,-19.348,46.753
0.489,0.084,0.020,20.020,-15.930,49.500
0.538,0.103,0.001,19.531,-13.367,49.011
0.601,0.138,-0.004,19.104,-11.475,48.035
0.647,0.160,-0.018,20.752,-10.254,47.302
0.691,0.149,-0.022,24.414,-10.681,45.471
0.697,0.128,-0.026,29.053,-12.939,44.250
0.679,0.089,-0.063,35.461,-13.245,43.030
0.644,0.054,-0.091,40.833,-11.597,41.504
0.639,-0.003,-0.115,44.128,-9.277,42.603
0.635,-0.041,-0.116,43.213,-7.874,47.180
0.637,-0.087,-0.117,36.987,-10.986,53.955
0.647,-0.032,-0.084,27.771,-18.616,59.692
0.688,0.056,-0.101,21.729,-24.658,62.988
0.761,0.136,-0.128,18.677,-27.039,65.674
0.866,0.172,-0.161,16.052,-26.672,67.383
0.977,0.206,-0.204,16.357,-23.010,67.871
1.075,0.141,-0.222,19.775,-16.724,65.674
1.098,0.035,-0.209,20.203,-12.817,60.852
1.079,0.008,-0.209,16.357,-12.573,55.420
1.047,0.004,-0.204,9.827,-14.343,50.537
1.009,0.012,-0.185,4.150,-17.395,46.875
0.984,0.070,-0.168,-2.258,-20.752,46.570
0.993,0.165,-0.169,-9.094,-23.315,51.025
1.084,0.246,-0.171,-15.808,-24.292,59.937
1.164,0.173,-0.288,-20.630,-19.897,70.374
1.440,0.468,0.041,-20.325,-9.094,80.688
1.472,0.262,-0.099,-22.339,-33.264,100.586
1.546,0.227,-0.141,-14.282,-40.405,88.379
1.579,0.315,-0.137,-3.601,-27.527,63.110
1.610,0.534,-0.047,-3.052,-20.081,53.406
1.559,0.356,0.059,-2.502,-33.691,63.110
1.586,0.445,0.073,13.428,-60.242,54.382
1.422,0.469,0.068,28.076,-81.238,52.795
1.368,0.442,0.024,34.790,-97.839,57.922
1.345,0.396,-0.013,31.738,-100.830,59.998
1.332,0.416,-0.056,21.179,-85.327,56.458
1.264,0.296,-0.060,6.897,-57.068,51.636

0.836,0.255,0.054,3.357,-12.451,16.907
0.854,0.209,0.027,-4.822,-0.305,20.020
0.887,0.230,0.131,-10.071,10.498,21.912
0.929,0.237,0.097,-11.108,18.005,24.780
0.973,0.236,0.126,-12.451,20.691,26.917
1.035,0.234,0.119,-13.000,18.616,27.222
1.049,0.256,0.101,-11.353,13.550,25.757
1.092,0.203,0.099,-10.620,8.179,25.574
1.100,0.264,0.129,-11.841,3.052,25.269
1.146,0.232,0.147,-7.935,3.174,24.170
1.218,0.285,0.125,-7.019,2.319,22.400
1.291,0.331,0.172,-4.822,4.395,19.958
1.377,0.384,0.193,-0.916,4.639,17.700
1.483,0.439,0.214,6.897,6.042,13.306
1.590,0.492,0.204,17.395,9.277,7.019
1.729,0.545,0.201,27.405,13.000,0.488
1.844,0.591,0.149,37.292,15.320,-5.066
1.973,0.612,0.112,45.898,18.982,-13.428
2.084,0.610,0.076,48.279,24.719,-31.067
2.161,0.643,0.031,43.884,26.733,-56.335
2.176,0.702,0.056,34.058,28.625,-80.322
2.143,0.676,-0.014,26.917,29.114,-89.478
2.086,0.591,0.031,30.151,27.771,-84.595
2.037,0.529,0.029,28.320,24.414,-81.726
1.952,0.450,0.042,25.696,21.545,-85.571
1.883,0.390,0.060,21.973,22.400,-91.309
1.803,0.362,0.062,16.541,25.940,-98.145
1.728,0.341,0.076,10.376,30.701,-106.262
1.663,0.311,0.121,4.883,35.095,-114.014
1.590,0.298,0.154,3.723,36.133,-119.995
1.498,0.305,0.163,6.531,33.447,-122.925
1.409,0.289,0.187,8.911,27.771,-119.019
1.315,0.240,0.157,10.559,19.470,-111.145
1.232,0.166,0.148,12.146,17.273,-107.605
1.141,0.158,0.131,9.338,17.761,-106.323
1.089,0.161,0.177,3.784,16.052,-103.760
0.999,0.213,0.182,-3.296,13.428,-100.159
0.924,0.204,0.183,1.038,11.841,-98.511
0.842,0.175,0.175,9.644,9.521,-98.633
0.756,0.139,0.146,13.794,6.897,-99.121
0.670,0.117,0.125,13.855,3.662,-99.854
0.544,0.111,0.083,10.559,3.174,-99.182
0.432,0.077,0.057,7.141,11.841,-96.863
0.381,0.047,0.044,1.892,25.635,-94.910
0.336,0.075,0.028,-8.179,34.241,-92.285
0.257,0.101,0.037,-16.907,40.649,-87.830
0.194,0.094,0.030,-20.508,47.729,-83.679
0.168,0.052,0.029,-19.531,56.946,-80.383
0.139,0.014,0.008,-20.813,60.669,-75.623
0.102,-0.010,-0.010,-20.630,62.683,-71.045
0.055,-0.060,-0.035,-18.677,65.613,-67.078
-0.004,-0.114,-0.066,-18.921,69.580,-62.500
-0.082,-0.152,-0.086,-23.315,75.378,-56.885
-0.148,-0.208,-0.120,-27.954,85.327,-51.147
-0.149,-0.262,-0.141,-31.982,97.961,-44.800
-0.124,-0.267,-0.139,-37.720,105.835,-34.485
-0.171,-0.441,-0.144,-42.114,103.455,-20.569
-0.088,-0.375,-0.139,-43.762,97.046,-16.235
-0.088,-0.380,-0.102,-45.959,90.942,-7.202
0.007,-0.319,-0.082,-40.833,83.374,11.475
0.087,-0.211,-0.124,-34.302,70.435,33.752
0.141,-0.175,-0.114,-36.133,42.419,54.382
0.269,-0.063,-0.147,-36.011,17.822,69.763
0.362,-0.017,-0.160,-29.236,4.944,76.904
0.446,-0.046,-0.155,-18.616,-1.892,72.571
0.522,-0.028,-0.156,-10.620,-5.249,62.195
0.525,0.013,-0.163,-7.812,-8.423,52.307
0.492,0.027,-0.158,-6.165,-11.719,45.227
0.506,0.102,-0.140,-4.456,-16.907,41.748
0.516,0.058,-0.113,-3.357,-21.484,43.640
0.535,0.096,-0.078,-0.916,-22.827,44.495
0.512,0.101,-0.032,1.587,-21.912,46.143
0.526,0.076,0.025,5.676,-20.691,49.072
0.545,0.067,0.041,9.460,-22.278,48.401
0.532,0.067,0.057,11.353,-22.766,50.110
0.526,0.081,0.072,13.123,-23.071,51.697
0.518,0.113,0.075,15.625,-23.621,51.575
0.516,0.149,0.060,18.555,-22.339,49.255
0.518,0.157,0.041,23.315,-17.883,46.570
0.556,0.122,0.020,27.771,-14.404,44.678
0.617,0.084,0.010,29.907,-13.794,44.678
0.659,0.103,0.009,30.640,-15.991,46.692
0.710,0.116,0.028,31.555,-19.958,49.011
0.753,0.097,0.018,36.499,-25.513,50.293
0.758,0.065,0.001,43.945,-29.602,52.429
0.730,0.022,-0.045,47.607,-34.058,54.932
0.702,-0.003,-0.082,45.349,-37.659,57.678
0.678,0.016,-0.094,39.368,-39.978,59.814
0.657,0.066,-0.074,32.654,-38.757,60.608
0.685,0.081,-0.030,27.039,-34.607,59.814
0.750,0.061,-0.014,23.315,-27.954,59.082
0.783,0.064,-0.040,23.315,-19.897,59.631
0.826,0.040,-0.065,23.743,-12.634,60.791
0.872,0.027,-0.084,19.775,-7.324,63.110
0.909,0.047,-0.109,14.709,-1.892,65.857
0.929,0.083,-0.146,11.780,6.775,66.833
0.957,0.130,-0.190,8.545,16.724,66.528
0.993,0.189,-0.230,4.578,22.827,65.491
1.063,0.267,-0.234,0.061,22.644,65.186
1.189,0.288,-0.195,-1.343,13.611,65.491
1.295,0.220,-0.141,0.610,-3.845,67.383
1.289,0.150,-0.111,2.808,-23.499,68.298
1.294,0.153,-0.181,7.263,-38.269,66.040
1.327,0.215,0.020,15.137,-42.969,66.467
1.204,0.117,-0.057,10.254,-67.505,86.975
1.108,0.014,-0.046,6.470,-88.440,95.459
1.210,0.124,-0.066,5.737,-68.909,74.036
1.259,0.457,-0.106,-6.348,-42.786,65.735
1.267,0.462,-0.080,-17.517,-32.654,91.003
1.385,0.621,-0.069,-17.456,-38.818,102.539
1.551,0.748,-0.019,-2.808,-31.799,96.741
1.636,0.699,0.037,12.451,-32.837,95.947
1.700,0.568,0.030,27.466,-42.786,89.111
1.672,0.433,0.016,35.461,-52.856,74.036
1.578,0.368,0.038,34.119,-62.134,55.481
1.494,0.362,0.062,27.222,-67.627,33.997
1.377,0.419,0.052,16.052,-68.359,25.574
1.304,0.477,0.068,6.348,-60.303,27.344
1.241,0.502,0.073,1.343,-43.823,34.729

0.824,0.373,0.136,1.648,1.953,-2.380
0.861,0.270,0.111,4.517,4.944,2.258
