aX,aY,aZ,gX,gY,gZ
0.892,0.224,0.114,6.470,10.681,10.193
0.944,0.205,0.091,8.362,12.817,16.785
0.984,0.215,0.073,6.531,11.230,20.264
1.024,0.229,0.078,1.282,9.094,21.179
1.077,0.262,0.099,-2.808,7.874,20.569
1.155,0.292,0.130,-4.578,7.080,17.700
1.228,0.351,0.169,-3.967,5.066,13.062
1.281,0.407,0.196,-0.244,0.061,6.836
1.327,0.457,0.229,7.141,-5.676,-0.122
1.372,0.465,0.223,17.090,-11.292,-6.714
1.429,0.437,0.190,28.259,-12.573,-13.184
1.495,0.424,0.117,34.363,-10.681,-18.433
1.574,0.440,0.042,33.325,-6.348,-21.423
1.671,0.468,0.007,28.625,2.014,-22.095
1.779,0.481,-0.021,22.644,14.099,-21.912
1.919,0.529,0.170,14.648,24.902,-25.696
2.005,0.579,0.014,4.700,24.475,-33.142
2.044,0.606,0.037,9.888,17.700,-38.574
2.040,0.594,0.029,13.977,11.414,-41.138
1.987,0.575,0.012,16.541,3.784,-45.288
1.937,0.536,0.036,17.883,-0.183,-51.453
1.876,0.498,0.048,16.846,2.380,-59.753
1.809,0.472,0.066,13.367,8.667,-69.519
1.752,0.424,0.081,10.437,15.564,-80.688
1.693,0.343,0.089,8.728,19.958,-91.064
1.595,0.279,0.109,6.165,20.935,-98.022
1.478,0.262,0.158,3.052,20.020,-103.333
1.378,0.268,0.177,2.014,23.132,-109.314
1.283,0.251,0.186,5.615,29.663,-111.694
1.213,0.189,0.171,10.376,35.461,-106.140
1.137,0.133,0.137,13.245,38.269,-99.854
1.084,0.081,0.089,12.573,38.696,-96.008
1.007,0.051,0.055,7.996,36.621,-92.041
0.977,-0.012,0.067,3.723,35.278,-87.646
0.929,0.027,0.021,-4.211,34.485,-83.801
0.881,-0.017,0.012,-6.470,35.095,-83.313
0.856,-0.070,0.018,-9.460,35.400,-83.923
0.810,-0.094,0.019,-17.639,34.668,-85.266
0.734,-0.095,0.031,-27.100,34.607,-88.196
0.646,-0.094,0.052,-35.217,37.598,-91.187
0.548,-0.077,0.031,-40.100,44.556,-90.515
0.482,-0.137,0.008,-41.321,56.152,-86.243
0.500,-0.187,0.005,-41.687,68.726,-82.825
0.552,-0.151,0.031,-48.889,74.463,-80.566
0.571,-0.089,0.062,-56.763,68.481,-77.881
0.556,-0.016,0.081,-61.829,54.993,-72.327
0.528,0.059,0.086,-60.730,43.030,-64.026
0.500,0.091,0.068,-52.246,36.865,-57.617
0.493,0.087,0.060,-42.480,32.898,-52.368
0.472,0.080,0.059,-36.499,28.992,-48.157
0.419,0.052,0.047,-31.677,26.733,-48.096
0.337,0.030,0.039,-26.550,30.151,-50.476
0.273,-0.008,0.019,-24.414,36.926,-51.880
0.258,-0.074,0.011,-21.851,45.776,-52.551
0.242,-0.135,-0.009,-21.484,53.894,-52.917
0.224,-0.176,-0.027,-25.574,59.875,-52.673
0.215,-0.148,-0.024,-32.776,64.575,-49.744
0.198,-0.104,0.024,-36.865,64.148,-43.762
0.171,-0.086,0.088,-35.400,58.350,-35.278
0.150,-0.078,0.062,-30.701,50.659,-28.870
0.172,-0.064,0.048,-20.630,49.255,-23.315
0.145,-0.111,0.011,-9.949,45.898,-8.667
0.153,-0.173,-0.039,-0.854,42.664,4.700
0.229,-0.225,-0.077,6.287,44.312,17.456
0.317,-0.190,-0.120,3.479,40.527,29.175
0.360,-0.128,-0.139,-4.456,29.602,38.879
0.425,-0.057,-0.149,-8.667,20.447,43.701
0.481,0.007,-0.147,-6.409,12.878,42.786
0.494,0.057,-0.126,0.366,7.568,40.649
0.502,0.055,-0.117,8.057,2.258,36.743
0.524,0.075,-0.146,13.855,-2.808,32.349
0.526,0.005,-0.152,16.968,-7.080,32.227
0.556,-0.021,-0.150,18.921,-11.963,30.701
0.594,-0.017,-0.151,18.127,-17.517,28.992
0.592,-0.035,-0.137,19.043,-20.813,33.264
0.584,-0.030,-0.124,23.865,-21.118,37.109
0.589,-0.049,-0.141,28.992,-20.752,34.546
0.575,-0.083,-0.115,30.701,-19.470,34.119
0.561,-0.069,-0.065,26.855,-19.958,34.302
0.532,0.001,-0.056,21.912,-21.667,32.959
0.500,0.084,-0.034,21.545,-24.292,33.447
0.479,0.123,-0.016,24.048,-26.917,36.865
0.500,0.090,-0.007,29.236,-28.809,39.490
0.596,0.016,-0.022,35.767,-29.602,43.091
0.636,-0.021,-0.065,41.626,-29.358,47.302
0.691,-0.082,-0.101,44.922,-28.564,50.415
0.734,-0.135,-0.135,44.495,-27.344,51.819
0.741,-0.139,-0.164,41.931,-23.376,50.842
0.734,-0.119,-0.178,37.292,-17.883,47.180
0.709,-0.082,-0.192,31.067,-15.076,43.152
0.641,0.001,-0.184,25.146,-15.747,41.443
0.589,0.047,-0.148,22.583,-17.456,41.382
0.602,0.050,-0.110,21.606,-20.386,43.152
0.690,-0.007,-0.086,22.034,-23.254,48.218
0.741,-0.070,-0.098,23.315,-24.048,56.458
0.776,-0.135,-0.123,23.254,-22.156,64.270
0.828,-0.178,-0.155,18.372,-15.625,69.458
0.882,-0.162,-0.187,10.803,-3.967,72.083
0.929,-0.128,-0.214,1.953,9.521,70.435
0.980,-0.037,-0.226,-7.874,20.935,66.528
1.035,0.134,-0.213,-14.099,26.184,62.134
1.090,0.270,-0.195,-11.902,23.071,59.021
1.178,0.304,-0.139,-5.859,10.315,59.326
1.271,0.267,-0.095,0.427,-11.169,63.293
1.339,0.216,-0.188,7.690,-35.400,69.214
1.418,0.316,0.078,17.700,-43.823,77.881
1.282,0.187,-0.070,15.259,-70.679,101.685
1.281,0.049,-0.104,18.005,-86.182,102.783
1.406,0.143,-0.095,23.315,-66.589,81.665
1.462,0.427,-0.012,17.212,-47.668,73.425
1.388,0.403,-0.052,6.104,-48.340,90.332
1.550,0.556,-0.054,6.165,-51.392,81.482
1.635,0.641,-0.056,14.099,-42.664,67.383
1.666,0.559,-0.066,19.714,-42.725,60.547
1.715,0.462,-0.112,20.203,-48.950,54.382
1.701,0.353,-0.160,18.433,-47.791,45.166
1.720,0.285,-0.108,14.160,-39.185,25.269

0.982,0.242,0.102,7.568,1.587,16.113
0.984,0.233,0.073,5.981,3.906,16.479
1.030,0.182,0.163,7.874,3.296,15.747
1.063,0.192,0.147,10.620,1.038,14.343
1.086,0.160,0.134,10.864,-3.357,15.198
1.140,0.159,0.073,8.911,-9.399,16.541
1.214,0.161,0.038,5.188,-12.451,18.494
1.287,0.148,0.033,1.526,-9.521,20.264
1.366,0.199,0.040,-4.517,-4.883,18.860
1.471,0.285,0.092,-10.010,1.038,14.832
1.604,0.431,0.153,-8.728,8.545,8.667
1.738,0.548,0.195,2.625,14.771,2.930
1.845,0.582,0.188,22.400,16.357,-3.418
1.881,0.594,0.093,40.649,11.230,-12.268
1.896,0.543,-0.034,52.429,8.484,-21.606
1.895,0.508,-0.116,51.697,11.414,-27.832
1.924,0.460,-0.133,38.452,16.663,-33.020
1.986,0.411,-0.084,24.719,24.902,-42.358
2.030,0.411,0.105,12.573,29.358,-53.894
2.003,0.362,-0.031,2.075,25.635,-63.049
1.957,0.306,-0.019,1.282,20.935,-72.266
1.886,0.243,-0.059,-2.930,18.738,-79.102
1.753,0.239,-0.085,-11.108,17.273,-78.674
1.647,0.215,0.027,-20.081,16.174,-75.012
1.629,0.220,0.091,-27.527,19.287,-74.036
1.590,0.340,0.099,-30.762,25.146,-76.782
1.569,0.321,0.128,-19.531,29.358,-82.153
1.539,0.285,0.153,-8.667,26.794,-88.318
1.489,0.230,0.179,-1.282,18.494,-93.689
1.385,0.193,0.208,3.906,8.911,-98.816
1.269,0.185,0.204,6.897,2.075,-103.577
1.160,0.170,0.180,8.911,-1.709,-105.042
1.057,0.167,0.156,8.240,-1.099,-103.516
0.999,0.186,0.121,4.272,5.127,-103.027
0.971,0.217,0.110,-1.587,13.123,-105.347
0.921,0.227,0.126,-7.263,18.860,-108.582
0.848,0.216,0.151,-8.118,23.193,-111.084
0.760,0.168,0.157,-5.249,25.879,-112.488
0.656,0.110,0.129,-4.333,25.452,-111.206
0.524,0.064,0.066,-5.981,25.146,-106.628
0.422,-0.010,0.033,-9.705,29.846,-100.708
0.338,-0.052,0.001,-15.808,39.185,-95.886
0.277,-0.086,-0.034,-23.315,51.086,-91.797
0.261,-0.119,-0.063,-31.982,60.913,-87.891
0.237,-0.121,-0.073,-37.964,70.313,-83.862
0.213,-0.104,-0.059,-41.870,75.500,-78.857
0.193,-0.078,-0.009,-42.053,72.876,-71.472
0.124,-0.066,0.035,-38.147,62.561,-60.425
0.001,-0.073,0.053,-31.494,49.683,-48.828
-0.095,-0.132,0.053,-24.353,44.373,-39.185
-0.176,-0.227,0.039,-21.301,47.485,-32.104
-0.221,-0.278,0.004,-22.705,59.570,-24.353
-0.213,-0.290,-0.031,-29.236,74.707,-16.235
-0.203,-0.393,0.001,-37.781,88.867,-7.385
-0.093,-0.286,0.014,-45.471,97.107,-6.531
0.019,-0.200,0.006,-52.063,94.177,-2.869
0.125,-0.140,0.032,-51.208,82.520,12.207
0.241,-0.093,0.032,-43.518,67.810,29.907
0.340,-0.039,0.001,-32.471,48.828,42.114
0.395,0.041,-0.029,-20.630,29.602,47.913
0.441,0.056,-0.057,-10.254,15.320,52.124
0.502,0.041,-0.078,-3.235,4.578,50.781
0.520,0.059,-0.108,0.122,-2.441,43.884
0.519,0.086,-0.128,0.671,-7.263,37.659
0.543,0.087,-0.115,-0.122,-10.559,32.837
0.591,0.118,-0.110,-0.488,-11.414,29.663
0.604,0.075,-0.098,0.549,-10.986,31.311
0.668,0.058,-0.087,2.075,-10.864,30.457
0.724,0.051,-0.068,2.930,-13.428,28.748
0.741,0.072,-0.047,5.920,-19.287,29.724
0.714,0.022,-0.014,13.794,-26.428,32.776
0.719,-0.016,-0.002,22.217,-32.532,29.785
0.682,-0.021,-0.013,25.208,-36.499,27.283
0.627,-0.007,-0.028,26.489,-37.415,25.757
0.584,-0.008,-0.033,29.297,-36.865,24.231
0.561,-0.014,-0.034,30.151,-35.645,24.414
0.566,-0.030,-0.033,29.053,-32.898,26.978
0.577,-0.033,-0.046,28.442,-28.870,30.273
0.623,-0.070,-0.042,29.236,-24.475,34.241
0.677,-0.101,-0.039,30.151,-21.240,38.269
0.712,-0.100,-0.050,29.907,-20.630,41.260
0.740,-0.095,-0.055,29.968,-22.949,43.335
0.740,-0.086,-0.083,30.090,-27.649,44.434
0.719,-0.052,-0.100,28.198,-31.433,44.434
0.704,-0.042,-0.102,27.222,-32.898,43.701
0.699,-0.063,-0.099,25.757,-32.715,43.701
0.702,-0.099,-0.104,22.888,-29.907,45.959
0.726,-0.136,-0.105,18.982,-24.292,49.683
0.769,-0.153,-0.090,15.076,-16.846,53.284
0.819,-0.131,-0.076,10.498,-10.559,55.847
0.864,-0.069,-0.072,7.935,-7.690,58.960
0.906,0.007,-0.065,8.484,-7.996,62.256
0.940,0.049,-0.090,10.864,-9.216,63.171
0.977,0.065,-0.110,12.634,-11.169,62.744
1.002,0.047,-0.120,11.230,-14.343,62.439
1.003,0.042,-0.117,7.996,-13.855,60.730
1.015,0.033,-0.106,4.639,-8.667,57.922
1.026,0.036,-0.101,1.404,-3.418,56.213
1.029,0.064,-0.078,-0.366,-0.793,55.908
1.039,0.085,-0.051,-0.366,-0.977,58.044
1.058,0.104,-0.036,1.343,-2.747,61.951
1.072,0.155,-0.035,5.249,-5.310,65.552
1.115,0.221,-0.038,8.667,-9.705,69.885
1.162,0.246,-0.100,13.062,-17.456,75.989
1.406,0.327,0.042,19.226,-28.320,85.693
1.321,0.243,-0.035,16.846,-65.613,101.685
1.312,0.218,-0.064,27.527,-74.951,85.754
1.348,0.298,-0.049,31.799,-65.308,64.087
1.302,0.271,0.016,26.123,-66.406,66.284
1.168,0.214,-0.016,18.311,-80.017,71.167
1.208,0.284,0.029,17.334,-71.533,58.044
1.183,0.312,0.026,13.123,-57.434,58.899
1.217,0.399,0.019,7.629,-48.340,62.683
1.359,0.513,0.047,3.418,-38.757,64.209
1.450,0.508,0.065,3.418,-32.166,66.162
1.509,0.457,0.098,7.202,-29.846,60.425
1.537,0.425,0.111,7.507,-32.227,44.922
1.490,0.435,0.104,5.310,-34.241,32.166
1.455,0.405,0.180,3.540,-35.339,26.855

0.832,0.214,0.286,32.166,27.222,8.545
0.891,0.142,0.255,39.307,30.334,14.709
0.948,0.166,0.230,38.147,30.273,20.630
1.014,0.183,0.174,33.142,21.179,24.902
1.075,0.197,0.112,25.085,11.597,27.710
1.135,0.226,0.082,15.686,5.798,26.855
1.197,0.231,0.111,7.507,4.883,21.912
1.266,0.236,0.159,2.991,6.836,14.954
1.317,0.294,0.175,-1.160,4.211,8.728
1.355,0.356,0.216,-1.099,0.793,3.235
1.423,0.416,0.240,2.014,-0.305,-1.343
1.507,0.442,0.260,9.216,3.479,-4.089
1.600,0.469,0.236,15.381,8.362,-8.850
1.663,0.519,0.211,17.578,13.611,-15.198
1.718,0.557,0.202,17.944,19.043,-19.653
1.770,0.582,0.202,18.372,22.827,-22.095
1.802,0.583,0.190,18.799,22.400,-22.644
1.870,0.517,0.197,17.822,19.043,-23.437
1.876,0.477,0.198,10.742,16.418,-25.269
1.874,0.407,0.077,6.104,18.799,-30.640
1.842,0.342,0.077,5.310,27.893,-40.100
1.794,0.312,0.061,-2.380,40.161,-49.561
1.765,0.288,0.105,-9.888,49.316,-57.434
1.721,0.315,0.130,-14.587,52.246,-63.354
1.654,0.344,0.117,-15.320,51.758,-65.613
1.618,0.315,0.094,-11.414,51.453,-66.711
1.571,0.278,0.055,-7.751,51.514,-69.458
1.500,0.304,0.062,-7.263,50.720,-72.327
1.449,0.342,0.092,-8.362,48.279,-72.815
1.324,0.274,0.129,-6.042,44.678,-74.524
1.272,0.245,0.108,-2.991,43.579,-78.552
1.238,0.175,0.078,1.465,42.664,-82.703
1.161,0.121,0.050,2.319,39.551,-85.144
1.103,0.127,0.036,-4.883,36.316,-84.656
1.025,0.162,0.017,-12.207,32.104,-83.557
0.936,0.181,0.000,-15.808,29.724,-81.055
0.887,0.171,0.046,-17.639,29.297,-77.942
0.825,0.166,0.064,-16.296,29.297,-75.989
0.756,0.147,0.057,-12.939,29.846,-75.317
0.738,0.106,0.043,-10.193,30.701,-74.524
0.713,0.095,0.011,-11.108,28.503,-75.073
0.666,0.097,-0.043,-15.930,23.315,-75.562
0.603,0.114,-0.080,-21.179,21.362,-76.538
0.539,0.108,-0.094,-24.475,25.696,-79.041
0.485,0.081,-0.108,-28.564,31.921,-83.618
0.417,0.062,-0.066,-34.546,39.063,-87.769
0.350,0.073,-0.026,-40.833,44.495,-91.370
0.315,0.058,-0.035,-42.786,49.255,-93.506
0.286,0.036,0.001,-38.391,54.443,-92.529
0.248,0.011,0.005,-36.011,53.101,-87.280
0.192,-0.022,-0.008,-35.339,46.936,-80.505
0.123,-0.028,-0.006,-35.034,42.786,-74.280
0.055,-0.055,-0.036,-35.400,38.635,-65.674
0.027,-0.086,-0.039,-34.607,41.199,-55.847
0.024,-0.095,-0.037,-35.522,45.959,-46.936
0.012,-0.177,-0.030,-34.668,49.927,-39.063
0.050,-0.173,-0.025,-31.311,51.575,-37.537
0.037,-0.193,-0.032,-29.419,49.988,-33.447
0.037,-0.232,-0.001,-22.949,51.514,-26.489
0.059,-0.250,0.027,-14.099,56.458,-16.785
0.116,-0.224,0.019,-16.663,46.448,-3.601
0.160,-0.199,0.016,-22.400,27.222,11.719
0.224,-0.148,-0.012,-22.400,16.602,25.940
0.305,-0.100,-0.043,-20.264,8.728,37.659
0.371,-0.030,-0.069,-18.250,-0.977,46.326
0.422,0.023,-0.087,-16.296,-11.475,52.795
0.478,0.060,-0.085,-13.123,-20.691,54.443
0.511,0.063,-0.100,-9.827,-27.466,51.208
0.537,0.065,-0.098,-5.615,-30.579,41.870
0.550,0.054,-0.098,-1.648,-29.907,32.104
0.549,-0.001,-0.061,1.831,-28.503,28.503
0.541,-0.020,-0.036,5.249,-29.114,25.146
0.504,-0.029,0.003,8.606,-29.541,28.137
0.493,-0.024,0.034,11.902,-29.724,28.931
0.470,0.000,0.055,13.428,-29.114,32.227
0.453,0.037,0.059,14.587,-27.222,37.048
0.466,0.078,0.046,17.090,-24.536,42.297
0.528,0.106,0.042,19.714,-21.057,46.143
0.625,0.076,0.022,22.095,-19.287,48.828
0.701,0.020,0.006,25.452,-20.386,50.049
0.734,-0.017,-0.001,28.076,-22.522,48.523
0.733,-0.046,-0.013,29.602,-23.193,44.922
0.724,-0.079,0.000,29.602,-21.484,41.992
0.700,-0.083,0.022,27.466,-17.883,42.358
0.663,-0.053,0.033,25.452,-12.695,44.861
0.654,0.010,0.036,25.146,-6.836,48.889
0.671,0.109,0.021,27.344,-4.822,54.504
0.699,0.174,-0.014,31.921,-9.155,61.951
0.780,0.172,-0.031,36.499,-20.020,69.946
0.903,0.120,-0.037,38.757,-33.813,76.965
0.989,0.052,-0.066,40.405,-42.542,80.139
1.000,-0.011,-0.140,40.894,-40.894,74.646
0.999,-0.064,-0.211,35.828,-31.250,64.087
0.999,-0.089,-0.212,25.635,-22.644,55.359
0.981,-0.082,-0.172,13.184,-20.020,51.514
0.942,-0.018,-0.142,0.793,-19.348,50.598
0.939,0.092,-0.110,-7.019,-16.785,49.988
0.973,0.218,-0.079,-7.996,-15.564,51.086
1.024,0.264,-0.067,-4.761,-20.447,55.725
1.081,0.232,-0.060,0.610,-30.090,62.439
1.123,0.173,-0.046,5.127,-39.246,69.885
1.134,0.110,-0.047,7.141,-43.274,75.623
1.269,0.135,-0.057,7.141,-41.565,76.599
1.302,0.149,-0.005,4.578,-36.865,75.989
1.304,0.040,-0.018,-6.226,-48.462,82.886
1.155,-0.009,-0.077,-18.311,-72.510,82.520
1.169,0.069,-0.083,-23.499,-54.932,59.387
1.352,0.374,0.018,-33.569,-23.376,51.208
1.322,0.431,0.003,-41.260,-23.254,71.289
1.476,0.632,0.117,-27.527,-32.593,67.688
1.538,0.618,0.183,-5.554,-41.870,68.970
1.511,0.533,0.172,12.878,-64.270,74.829
1.473,0.468,0.112,25.452,-82.153,77.637
1.401,0.322,0.107,30.396,-84.595,75.073
1.373,0.273,0.093,26.184,-76.660,63.660
1.385,0.347,0.108,13.062,-62.012,51.331
1.424,0.463,0.064,-0.916,-46.936,50.293
1.424,0.490,0.114,-7.507,-30.823,54.810
1.421,0.556,0.084,-9.949,-21.667,54.810

0.949,0.234,0.164,2.319,2.136,5.737
0.957,0.151,0.121,-0.183,4.822,5.371
0.933,0.205,0.197,-6.104,11.597,2.808
0.969,0.222,0.239,-11.108,18.860,2.502
1.032,0.210,0.252,-9.338,24.719,5.249
1.124,0.247,0.243,-5.859,26.550,5.859
1.198,0.255,0.234,-2.441,24.414,7.690
1.261,0.265,0.254,1.953,18.616,10.132
1.325,0.311,0.284,7.629,12.573,9.583
1.391,0.329,0.283,16.663,9.705,6.409
1.464,0.316,0.232,26.733,9.705,0.916
1.532,0.297,0.156,32.227,12.451,-5.188
1.604,0.333,0.108,28.809,19.104,-11.047
1.681,0.385,0.115,21.729,30.518,-15.869
1.770,0.449,0.124,15.747,41.443,-21.790
1.839,0.500,0.124,13.916,47.913,-24.414
1.869,0.441,-0.006,17.761,49.500,-23.743
1.890,0.509,0.086,16.968,48.645,-23.987
1.942,0.471,-0.000,22.278,50.049,-28.870
1.957,0.414,-0.035,22.400,52.917,-37.842
1.925,0.385,-0.094,11.841,53.162,-51.208
1.845,0.422,-0.143,0.122,50.110,-63.843
1.757,0.339,-0.011,-7.507,45.044,-73.608
1.720,0.308,0.020,-14.038,40.710,-81.238
1.672,0.354,-0.001,-19.714,45.044,-85.327
1.613,0.328,0.032,-14.282,49.927,-90.088
1.561,0.288,0.016,-12.268,50.293,-93.140
1.496,0.273,-0.001,-10.254,51.025,-94.482
1.404,0.255,-0.002,-7.629,52.124,-93.689
1.306,0.209,0.010,-6.958,52.307,-91.309
1.244,0.180,0.049,-7.019,54.871,-91.064
1.215,0.189,0.086,-8.911,55.908,-92.407
1.168,0.200,0.063,-8.911,48.157,-92.285
1.103,0.167,0.034,-3.784,36.865,-90.271
1.014,0.139,-0.011,0.366,27.466,-87.952
0.931,0.085,-0.032,-0.061,22.400,-84.717
0.831,0.044,-0.046,-5.127,19.592,-81.299
0.720,0.014,-0.077,-13.855,20.752,-79.041
0.613,-0.011,-0.089,-25.330,30.151,-78.125
0.538,-0.027,-0.104,-38.940,45.898,-77.454
0.532,-0.025,-0.105,-52.246,63.599,-77.148
0.533,0.020,-0.085,-63.110,76.477,-78.430
0.547,0.099,-0.020,-69.946,80.750,-79.102
0.577,0.165,0.061,-67.993,74.280,-78.064
0.531,0.208,0.099,-58.411,54.016,-73.975
0.438,0.208,0.101,-46.204,26.611,-67.688
0.325,0.138,0.048,-32.532,5.615,-61.218
0.214,0.030,0.070,-20.508,-1.343,-57.983
0.137,-0.057,0.012,-16.113,-0.122,-56.396
0.081,-0.118,-0.066,-19.836,7.629,-53.772
0.070,-0.164,-0.111,-26.672,27.466,-51.086
0.119,-0.188,-0.143,-38.818,47.485,-50.720
0.165,-0.151,-0.146,-53.528,59.875,-51.758
0.181,-0.076,-0.105,-63.416,65.674,-51.086
0.178,-0.052,-0.050,-63.232,65.918,-48.584
0.179,-0.055,-0.001,-55.298,59.448,-43.274
0.166,-0.079,0.049,-45.410,47.485,-33.020
0.144,-0.092,0.024,-36.255,32.898,-22.766
0.117,-0.141,0.026,-29.236,21.057,-15.442
0.114,-0.156,-0.003,-24.536,15.869,-12.817
0.110,-0.154,-0.022,-22.644,14.709,-6.775
0.154,-0.133,-0.032,-21.484,13.794,0.061
0.211,-0.137,-0.033,-21.545,10.742,10.315
0.256,-0.140,-0.032,-20.508,4.883,19.836
0.300,-0.105,-0.045,-19.226,-1.831,25.269
0.335,-0.078,-0.048,-18.005,-7.874,29.846
0.393,-0.048,-0.058,-15.442,-11.780,34.241
0.437,-0.046,-0.028,-10.376,-13.306,40.344
0.495,-0.010,-0.001,-5.249,-14.771,41.260
0.547,0.027,0.019,-0.244,-16.296,40.344
0.589,0.039,0.010,8.240,-18.188,39.673
0.613,0.005,0.025,19.897,-18.860,41.260
0.636,-0.012,0.017,29.053,-20.264,38.208
0.632,-0.050,-0.010,33.997,-22.339,35.889
0.611,-0.071,-0.046,36.560,-23.682,33.508
0.590,-0.081,-0.063,36.133,-22.217,31.982
0.592,-0.106,-0.065,34.302,-17.334,32.288
0.614,-0.106,-0.069,30.273,-10.559,35.034
0.654,-0.084,-0.065,25.635,-4.944,39.124
0.705,-0.047,-0.055,23.071,-2.075,43.701
0.748,-0.001,-0.052,23.437,-1.770,48.035
0.791,0.028,-0.047,26.428,-3.418,52.429
0.832,0.046,-0.054,31.860,-7.935,55.664
0.853,0.038,-0.052,37.354,-15.137,57.739
0.839,0.013,-0.066,41.382,-22.400,57.068
0.799,0.003,-0.095,43.823,-25.513,54.443
0.796,-0.038,-0.124,44.006,-24.353,52.124
0.802,-0.090,-0.146,41.565,-20.691,51.331
0.803,-0.104,-0.161,35.400,-16.968,52.429
0.836,-0.115,-0.153,27.222,-13.123,53.955
0.870,-0.065,-0.149,19.531,-8.057,53.894
0.908,0.008,-0.157,15.991,-3.174,53.345
0.956,0.053,-0.148,16.602,-1.892,53.467
0.976,0.092,-0.126,18.921,-7.202,54.993
0.962,0.113,-0.109,21.973,-16.296,58.472
0.953,0.094,-0.106,25.635,-23.437,61.584
0.966,0.036,-0.112,28.564,-25.330,63.660
0.991,-0.025,-0.139,28.564,-21.240,65.369
1.007,-0.050,-0.176,24.048,-13.306,65.735
1.043,-0.058,-0.207,17.151,-4.517,64.941
1.101,-0.024,-0.216,8.057,4.639,64.392
1.157,0.042,-0.217,0.549,11.780,63.110
1.202,0.115,-0.215,-4.761,13.977,60.303
1.232,0.213,-0.197,-7.812,11.169,57.922
1.413,0.387,-0.055,-2.319,0.366,59.998
1.274,0.302,-0.061,-0.854,-43.457,75.745
1.235,0.237,-0.015,19.226,-66.711,65.674
1.289,0.365,-0.036,32.043,-67.139,54.504
1.172,0.224,-0.040,35.889,-68.054,69.641
1.125,0.094,-0.117,34.729,-78.369,80.688
1.229,0.082,-0.075,30.396,-67.993,75.745
1.173,0.162,-0.053,20.386,-53.284,75.562
1.176,0.283,-0.089,8.301,-41.016,74.463
1.270,0.347,-0.043,-2.075,-27.039,73.547
1.316,0.416,-0.050,-5.981,-14.221,68.542
1.357,0.470,-0.035,-5.127,-6.104,57.495
1.412,0.488,-0.016,-5.432,-7.446,41.016
1.443,0.542,-0.042,-6.165,-13.245,26.672
1.347,0.495,0.030,-3.784,-17.090,20.447

0.984,0.196,0.087,11.047,5.676,2.930
1.048,0.142,0.059,13.123,7.568,5.249
