aX,aY,aZ,gX,gY,gZ
1.085,0.195,0.059,-6.470,7.935,2.502
1.181,0.240,0.120,-6.042,5.493,5.920
1.251,0.247,0.121,-4.272,3.723,8.057
1.312,0.260,0.135,-0.793,1.892,8.789
1.404,0.286,0.117,3.235,3.052,10.071
1.497,0.307,0.088,7.141,5.493,10.742
1.591,0.332,0.056,9.766,6.165,11.963
1.697,0.374,0.053,10.315,5.249,13.062
1.822,0.426,0.099,11.841,3.662,14.282
1.968,0.488,0.142,17.700,0.122,14.465
2.109,0.557,0.176,28.442,-3.357,9.460
2.178,0.566,0.181,42.297,-6.653,1.404
2.145,0.505,0.169,55.237,-8.301,-7.446
2.057,0.444,0.149,62.012,-4.028,-17.212
1.989,0.424,0.108,61.279,8.057,-26.855
1.923,0.407,0.062,54.688,25.757,-34.729
1.884,0.410,0.013,43.701,45.227,-39.063
1.824,0.424,0.115,29.663,63.721,-38.269
1.763,0.416,0.003,16.846,73.181,-35.828
1.712,0.388,0.016,14.221,76.233,-36.377
1.649,0.359,0.014,6.409,70.984,-39.063
1.525,0.358,-0.009,-0.061,57.861,-42.786
1.370,0.372,-0.092,-3.723,46.082,-43.640
1.194,0.331,0.130,-10.681,41.016,-40.527
1.121,0.385,0.131,-17.395,39.856,-36.865
0.988,0.355,0.133,-17.334,41.260,-40.344
0.877,0.271,0.185,-13.794,46.265,-49.927
0.835,0.258,0.177,-13.855,52.856,-59.570
0.796,0.244,0.148,-13.855,57.800,-68.542
0.773,0.231,0.136,-16.235,62.317,-77.271
0.736,0.207,0.114,-19.897,63.721,-85.266
0.658,0.217,0.099,-23.254,62.256,-92.896
0.567,0.239,0.092,-24.109,60.364,-99.609
0.500,0.229,0.111,-27.588,58.594,-100.464
0.477,0.203,0.116,-31.616,56.396,-95.642
0.464,0.202,0.124,-32.104,53.284,-90.271
0.448,0.163,0.095,-28.564,50.903,-86.487
0.438,0.111,0.028,-24.231,51.025,-83.191
0.440,0.063,-0.020,-24.353,49.805,-77.515
0.405,0.021,-0.067,-27.344,46.692,-73.914
0.343,-0.007,-0.097,-33.264,46.082,-72.388
0.275,-0.028,-0.123,-40.283,49.683,-71.472
0.234,-0.063,-0.147,-45.837,57.068,-70.068
0.231,-0.099,-0.169,-50.110,66.040,-68.481
0.251,-0.107,-0.187,-52.002,73.303,-66.040
0.260,-0.108,-0.187,-49.805,75.500,-62.988
0.269,-0.099,-0.164,-46.021,68.359,-57.861
0.239,-0.099,-0.117,-40.222,54.749,-50.720
0.172,-0.068,-0.090,-33.875,38.940,-42.908
0.122,-0.063,-0.086,-27.222,26.794,-35.156
0.122,-0.077,-0.082,-21.851,23.560,-30.334
0.101,-0.151,-0.106,-18.616,27.771,-28.564
0.126,-0.121,-0.115,-20.630,33.081,-29.907
0.149,-0.134,-0.100,-24.414,40.344,-28.381
0.197,-0.144,-0.118,-26.855,44.128,-25.757
0.249,-0.108,-0.108,-28.870,44.800,-19.897
0.303,-0.095,-0.091,-26.611,46.204,-10.498
0.359,-0.081,-0.092,-20.264,41.016,-1.831
0.400,-0.045,-0.115,-13.794,29.724,6.409
0.445,-0.051,-0.115,-6.836,17.822,13.428
0.505,-0.009,-0.122,-0.671,4.700,16.602
0.523,-0.055,-0.142,6.165,-9.033,18.066
0.508,-0.068,-0.165,14.832,-21.301,17.639
0.501,-0.052,-0.188,17.090,-28.992,14.954
0.508,-0.031,-0.198,16.724,-30.945,15.198
0.506,-0.035,-0.174,16.418,-31.067,18.677
0.514,-0.017,-0.146,16.052,-32.104,21.301
0.516,0.013,-0.129,15.381,-33.142,22.583
0.501,0.021,-0.104,15.442,-32.959,26.489
0.492,0.018,-0.095,15.930,-31.067,29.846
0.482,0.037,-0.087,15.625,-28.992,32.104
0.478,0.041,-0.061,15.076,-26.855,33.875
0.483,0.012,-0.017,16.785,-24.841,34.424
0.489,0.018,0.003,20.264,-22.339,34.912
0.491,0.024,-0.001,23.010,-18.188,36.621
0.509,0.034,-0.026,25.330,-12.451,39.185
0.546,0.039,-0.062,27.039,-5.981,42.175
0.582,0.026,-0.116,27.771,0.244,43.762
0.622,0.021,-0.177,24.719,3.296,44.067
0.678,0.021,-0.211,20.386,2.625,44.006
0.707,0.031,-0.218,17.334,-1.099,43.396
0.724,0.008,-0.202,16.235,-8.179,42.664
0.733,-0.028,-0.183,16.968,-18.188,41.016
0.702,-0.065,-0.171,17.517,-28.442,41.077
0.684,-0.085,-0.148,15.503,-34.241,44.373
0.669,-0.103,-0.143,13.611,-35.339,49.438
0.719,-0.050,-0.145,10.498,-33.386,56.030
0.778,-0.028,-0.174,7.080,-29.724,61.523
0.813,0.001,-0.212,6.165,-26.001,62.622
0.866,0.037,-0.241,4.028,-21.790,61.035
0.939,0.068,-0.289,-0.305,-17.334,57.251
1.022,0.057,-0.333,-7.690,-14.160,49.683
1.122,0.044,-0.325,-16.052,-10.254,40.283
1.176,0.074,-0.318,-21.240,-5.188,31.738
1.328,0.183,-0.343,-24.170,-2.441,25.330
1.400,0.275,-0.123,-18.494,1.892,24.170
1.385,0.170,-0.168,-12.390,-22.583,48.462
1.275,0.108,-0.146,-8.301,-84.412,68.542
1.403,0.084,-0.138,14.160,-103.760,51.514
1.488,0.278,-0.114,23.132,-106.140,42.358
1.296,0.128,-0.143,24.719,-125.366,77.698
1.312,0.113,-0.136,20.203,-147.827,87.769
1.371,0.103,-0.150,14.526,-134.399,76.538
1.344,0.164,-0.161,4.822,-107.971,70.068
1.329,0.166,-0.116,-5.920,-76.172,65.186
1.372,0.158,-0.094,-15.198,-37.354,56.335
1.595,0.270,0.105,-23.987,-1.709,36.255
1.654,0.416,0.040,-37.048,3.845,34.119
1.663,0.434,0.097,-30.212,2.197,51.392
1.715,0.447,0.171,-10.193,-0.977,48.279
1.663,0.478,0.058,-4.456,-26.917,39.429
1.616,0.357,0.165,2.502,-40.955,30.518
1.539,0.367,0.163,0.610,-57.434,17.395
1.471,0.345,0.202,-3.723,-61.584,8.911
1.430,0.321,0.172,-1.709,-52.490,6.531
1.438,0.310,0.149,-1.404,-42.236,5.249
1.422,0.280,0.117,-1.099,-27.039,7.080
1.417,0.266,0.075,-3.174,-14.771,5.127

1.303,0.158,0.106,14.038,17.578,3.723
1.371,0.195,0.093,10.498,19.775,3.845
1.444,0.253,0.163,9.094,19.592,5.615
1.508,0.292,0.152,6.042,16.174,5.737
1.569,0.324,0.142,8.545,15.869,3.540
1.654,0.352,0.129,9.949,17.761,-0.977
1.741,0.366,0.114,10.803,17.944,-6.104
1.784,0.388,0.103,11.841,16.602,-11.047
1.818,0.415,0.094,13.367,15.747,-15.442
1.821,0.432,0.085,15.747,14.648,-19.165
1.812,0.443,0.079,18.311,14.648,-22.339
1.821,0.443,0.081,21.790,16.907,-27.466
1.810,0.424,0.056,26.184,20.264,-34.241
1.793,0.413,0.029,27.832,24.414,-42.114
1.761,0.406,0.019,28.320,30.273,-51.147
1.711,0.387,-0.003,30.212,37.170,-58.472
1.639,0.309,-0.021,32.837,43.701,-61.279
1.562,0.254,-0.061,30.762,51.819,-61.157
1.499,0.244,-0.008,21.545,61.707,-58.411
1.495,0.220,-0.016,10.864,64.026,-53.772
1.456,0.248,-0.008,7.874,59.509,-49.561
1.393,0.262,-0.032,3.174,51.208,-43.640
1.319,0.256,-0.050,-1.282,40.955,-37.842
1.273,0.264,-0.032,-5.127,32.593,-34.241
1.198,0.311,-0.023,-9.827,23.804,-36.194
1.144,0.281,0.065,-14.465,11.353,-40.894
1.061,0.323,0.027,-18.921,1.587,-47.668
0.970,0.309,-0.009,-17.212,3.235,-57.190
0.896,0.259,-0.003,-13.000,11.475,-72.449
0.837,0.176,0.015,-15.259,21.179,-89.050
0.777,0.103,0.044,-20.325,29.602,-102.356
0.697,0.105,0.083,-26.245,35.278,-106.750
0.640,0.113,0.105,-29.724,38.330,-103.271
0.614,0.091,0.116,-27.283,38.940,-94.482
0.565,0.045,0.077,-22.095,35.461,-83.008
0.521,0.008,0.059,-19.836,31.006,-74.097
0.448,0.012,0.031,-23.987,24.170,-68.054
0.360,0.004,-0.021,-29.480,19.043,-63.843
0.277,-0.020,-0.039,-32.898,24.353,-59.875
0.229,-0.034,-0.061,-37.048,38.391,-56.580
0.225,-0.073,-0.069,-44.495,53.467,-55.420
0.237,-0.102,-0.058,-53.284,67.261,-56.091
0.246,-0.066,-0.031,-57.007,77.148,-59.326
0.263,-0.102,-0.010,-53.406,79.468,-61.523
0.277,-0.149,0.023,-45.776,72.815,-58.472
0.227,-0.144,0.032,-38.513,57.007,-51.941
0.117,-0.170,0.011,-31.860,39.185,-41.138
0.048,-0.197,-0.039,-24.597,28.442,-31.311
0.016,-0.222,-0.088,-19.958,26.855,-21.301
0.016,-0.254,-0.135,-20.508,31.982,-9.521
0.065,-0.296,-0.139,-22.949,40.466,-2.930
0.127,-0.351,-0.123,-28.015,46.997,0.000
0.173,-0.250,-0.176,-39.307,44.250,2.563
0.182,-0.160,-0.185,-44.556,41.199,15.198
0.257,-0.127,-0.116,-37.598,42.542,27.283
0.358,-0.103,-0.100,-25.940,38.818,34.180
0.404,-0.055,-0.089,-14.160,27.283,36.804
0.413,-0.028,-0.104,-5.249,12.268,38.086
0.418,-0.032,-0.118,0.061,-3.052,38.208
0.398,-0.003,-0.135,2.747,-15.442,36.011
0.366,-0.045,-0.145,4.578,-20.081,36.926
0.369,-0.070,-0.150,5.371,-19.287,38.635
0.387,-0.079,-0.147,5.310,-14.587,39.246
0.447,-0.008,-0.143,5.371,-6.348,39.063
0.480,-0.038,-0.136,4.700,-2.075,43.518
0.536,-0.029,-0.101,7.263,-1.282,47.729
0.573,0.053,-0.083,8.484,-5.676,48.279
0.559,0.063,-0.084,8.911,-12.817,52.002
0.555,0.104,-0.044,13.000,-18.433,53.467
0.568,0.169,-0.029,16.418,-22.400,49.866
0.585,0.160,-0.022,21.362,-23.376,43.579
0.622,0.093,-0.023,28.564,-22.705,37.598
0.647,0.026,-0.033,32.776,-21.545,33.936
0.658,-0.020,-0.068,33.752,-19.470,32.227
0.671,-0.056,-0.105,32.104,-15.991,32.288
0.683,-0.072,-0.140,27.588,-10.986,34.119
0.715,-0.046,-0.138,22.095,-6.775,38.269
0.739,0.008,-0.123,19.043,-7.812,43.396
0.760,0.053,-0.113,19.409,-14.343,48.584
0.771,0.113,-0.113,19.897,-23.437,53.528
0.790,0.158,-0.101,21.179,-32.104,56.885
0.843,0.108,-0.076,24.414,-37.964,56.030
0.855,0.049,-0.082,27.893,-38.818,51.514
0.853,-0.012,-0.119,28.259,-36.438,46.631
0.866,-0.067,-0.143,24.048,-33.020,44.250
0.873,-0.099,-0.149,16.663,-28.809,44.983
0.863,-0.113,-0.129,9.094,-23.499,46.143
0.840,-0.068,-0.116,1.404,-16.663,46.204
0.871,0.015,-0.114,-3.723,-10.559,47.668
0.938,0.133,-0.101,-4.761,-8.972,52.124
1.026,0.214,-0.082,-2.075,-14.526,59.021
1.091,0.236,-0.065,2.930,-26.062,64.148
1.120,0.225,-0.091,9.644,-36.133,63.843
1.139,0.193,-0.123,12.268,-40.588,59.753
1.111,0.154,-0.149,9.583,-40.588,54.688
1.262,0.214,-0.050,7.629,-37.598,52.795
1.138,0.099,-0.093,-3.235,-59.753,66.162
1.211,0.084,-0.089,-0.793,-64.209,55.481
1.275,0.348,-0.017,0.549,-55.542,43.701
1.149,0.260,0.036,-4.211,-61.768,67.627
1.226,0.359,0.027,-4.395,-76.782,79.102
1.295,0.435,0.060,4.028,-69.031,77.942
1.290,0.434,0.056,5.554,-65.308,85.083
1.356,0.469,0.019,3.967,-61.035,86.731
1.340,0.374,0.022,1.099,-46.570,80.017
1.396,0.375,0.034,-5.737,-27.649,57.495
1.431,0.456,-0.007,-19.775,-13.611,34.668
1.355,0.438,0.056,-30.273,-0.549,24.902
1.253,0.415,0.039,-37.659,9.827,17.700
1.354,0.507,0.003,-44.739,25.574,2.747
1.429,0.528,0.048,-40.405,46.631,-7.568
1.564,0.576,0.033,-29.846,46.692,-17.700
1.707,0.577,0.052,-13.977,28.992,-23.071
1.736,0.532,0.045,-2.380,-4.395,-18.738
1.672,0.513,-0.054,3.540,-46.875,-11.230
1.635,0.479,-0.111,7.568,-80.322,-2.686
1.520,0.364,-0.073,13.855,-90.393,9.399
1.431,0.268,-0.044,19.409,-83.862,12.390
1.404,0.279,-0.021,14.587,-77.393,6.226

0.848,0.161,0.135,0.427,13.062,-0.793
0.885,0.135,0.098,0.854,22.583,-0.549
0.948,0.125,0.181,-0.732,31.555,1.648
1.008,0.135,0.184,-4.333,32.471,3.296
1.052,0.169,0.179,-3.906,27.100,5.676
1.092,0.189,0.157,-2.869,21.179,11.414
1.105,0.178,0.164,-0.977,16.357,17.700
1.135,0.171,0.177,0.793,14.526,22.644
1.174,0.180,0.196,3.357,16.418,26.184
1.269,0.209,0.199,5.310,20.630,28.198
1.396,0.260,0.192,6.958,24.780,26.184
1.505,0.320,0.188,9.033,27.710,20.691
1.581,0.401,0.192,12.573,27.771,14.465
1.661,0.465,0.198,20.813,26.123,10.498
1.729,0.500,0.164,31.799,22.034,10.071
1.837,0.538,0.111,42.297,18.921,9.888
1.940,0.548,0.057,49.500,20.874,2.930
2.006,0.525,0.015,51.270,31.128,-13.062
2.050,0.475,0.037,46.204,46.021,-34.363
2.045,0.447,0.157,34.790,56.885,-54.077
2.033,0.475,0.001,20.630,58.838,-67.505
2.001,0.461,0.010,17.822,59.082,-74.707
1.974,0.464,-0.021,13.489,56.885,-76.843
1.931,0.468,-0.051,9.277,54.443,-79.224
1.867,0.451,-0.077,5.798,52.002,-83.801
1.756,0.422,-0.101,2.380,51.086,-91.309
1.665,0.366,-0.086,-1.282,52.185,-98.755
1.604,0.304,-0.035,-2.686,54.688,-103.760
1.441,0.284,-0.101,-3.174,55.176,-107.971
1.321,0.251,-0.112,2.380,56.824,-109.131
1.261,0.162,-0.110,5.432,59.509,-105.286
1.207,0.100,-0.128,3.113,58.838,-102.234
1.134,0.089,-0.113,-0.793,53.650,-101.379
1.039,0.108,-0.127,-4.883,44.006,-101.563
0.935,0.116,-0.143,-8.118,35.034,-99.731
0.834,0.096,-0.144,-11.597,30.396,-95.459
0.762,0.071,-0.146,-16.785,28.809,-90.515
0.725,0.047,-0.130,-22.217,30.212,-87.463
0.698,0.062,-0.102,-26.001,32.837,-85.754
0.658,0.092,-0.080,-30.151,32.654,-82.581
0.619,0.112,-0.035,-32.288,29.480,-77.393
0.568,0.145,-0.005,-30.579,22.766,-74.280
0.504,0.154,0.007,-26.733,13.855,-71.106
0.421,0.125,-0.031,-19.897,6.897,-67.078
0.323,0.064,-0.016,-12.756,5.554,-63.965
0.250,0.002,-0.038,-10.742,6.592,-60.852
0.185,-0.031,-0.056,-13.855,8.362,-56.519
0.108,-0.082,-0.080,-18.066,15.198,-52.979
0.055,-0.114,-0.095,-24.170,27.466,-50.781
0.020,-0.125,-0.081,-32.898,42.358,-47.180
0.001,-0.148,-0.079,-39.001,57.312,-43.030
-0.022,-0.227,-0.061,-42.114,70.007,-39.856
-0.032,-0.181,0.015,-42.175,79.285,-44.250
-0.116,-0.155,0.035,-41.382,82.825,-45.898
-0.221,-0.230,0.073,-36.560,83.984,-36.072
-0.224,-0.374,0.164,-31.433,86.609,-28.809
-0.255,-0.392,0.153,-33.447,83.130,-21.973
-0.146,-0.340,0.046,-26.855,84.961,-6.775
-0.070,-0.170,-0.027,-28.870,69.824,13.062
0.054,-0.148,-0.087,-29.785,50.964,43.091
0.256,-0.170,-0.167,-17.700,48.645,64.331
0.386,-0.182,-0.181,-5.554,47.363,70.679
0.492,-0.153,-0.217,-4.089,38.635,66.101
0.555,-0.076,-0.236,-8.911,25.818,56.396
0.617,0.021,-0.240,-12.268,15.808,46.021
0.686,0.082,-0.236,-10.681,10.010,39.734
0.687,0.131,-0.223,-5.493,5.127,35.278
0.709,0.129,-0.224,1.038,-2.625,33.142
0.704,0.057,-0.241,8.728,-12.878,33.325
0.719,0.082,-0.242,17.151,-13.733,30.579
0.698,-0.008,-0.225,22.156,-10.681,28.748
0.716,-0.051,-0.202,24.109,-13.733,25.879
0.745,0.015,-0.197,23.437,-20.874,21.484
0.696,-0.078,-0.163,24.109,-26.123,25.269
0.667,-0.074,-0.139,25.818,-30.640,24.536
0.634,-0.030,-0.127,25.635,-35.461,21.790
0.605,0.010,-0.120,26.062,-37.415,22.949
0.614,0.016,-0.117,28.625,-35.278,25.940
0.652,-0.024,-0.115,32.166,-32.471,28.076
0.692,-0.052,-0.123,33.691,-31.677,29.175
0.715,-0.047,-0.141,33.081,-30.396,29.785
0.737,-0.069,-0.130,32.288,-29.175,29.236
0.753,-0.099,-0.110,30.823,-29.053,27.954
0.720,-0.093,-0.109,28.015,-29.175,26.245
0.671,-0.090,-0.094,26.245,-28.687,24.536
0.638,-0.063,-0.092,26.001,-27.954,26.001
0.620,-0.035,-0.101,24.963,-26.672,32.471
0.637,0.002,-0.106,22.888,-25.330,40.649
0.690,0.026,-0.106,21.484,-23.437,48.096
0.729,0.052,-0.110,21.179,-20.264,52.795
0.781,0.038,-0.117,22.339,-15.137,54.321
0.836,0.016,-0.126,23.926,-9.766,53.284
0.876,-0.002,-0.155,24.658,-5.493,50.415
0.889,-0.014,-0.194,22.705,-2.747,45.471
0.880,-0.014,-0.209,18.372,-1.282,41.931
0.874,0.026,-0.207,14.221,-1.587,41.138
0.865,0.072,-0.216,12.573,-3.418,41.992
0.866,0.114,-0.216,11.597,-7.568,44.189
0.873,0.104,-0.192,11.230,-13.672,46.692
0.870,0.068,-0.164,13.306,-19.592,49.805
0.875,0.039,-0.168,16.052,-20.630,54.321
0.895,0.022,-0.205,16.479,-16.968,58.228
0.927,0.008,-0.222,14.282,-12.085,61.768
0.966,0.035,-0.224,10.071,-10.376,64.880
1.003,0.066,-0.235,5.127,-8.179,66.833
1.043,0.129,-0.251,-0.122,-4.639,65.491
1.188,0.321,-0.282,-5.859,-2.380,62.561
1.360,0.511,-0.091,-2.502,-3.845,61.096
1.340,0.472,-0.125,2.686,-41.077,75.439
1.302,0.320,-0.144,18.860,-88.867,77.576
1.278,0.430,-0.089,39.917,-102.356,56.580
1.081,0.234,-0.125,40.955,-110.718,67.627
0.998,0.137,-0.183,36.072,-119.202,76.172
1.041,0.099,-0.139,33.813,-97.229,68.176
1.046,0.119,-0.147,20.325,-73.059,69.031
1.101,0.235,-0.152,4.456,-53.833,71.350
1.124,0.272,-0.129,-6.714,-33.447,73.853
1.241,0.424,-0.144,-15.442,-12.451,69.275
1.355,0.543,-0.129,-22.461,2.808,63.904

1.181,0.208,-0.059,8.972,18.799,14.038
1.257,0.195,-0.028,-0.549,20.630,9.583
1.279,0.219,-0.034,-3.113,21.118,5.981
1.329,0.210,0.001,-1.221,23.254,5.005
1.415,0.241,0.028,0.610,22.583,5.737
1.544,0.279,0.018,3.540,20.447,5.005
1.647,0.338,0.001,7.568,17.273,-0.488
1.657,0.455,-0.067,9.521,14.343,-9.338
1.710,0.443,-0.072,9.644,15.198,-18.311
1.750,0.479,-0.068,11.536,19.348,-24.170
1.832,0.527,-0.055,15.076,22.461,-27.222
1.899,0.543,-0.065,21.606,22.827,-32.349
1.937,0.540,-0.096,29.663,20.508,-40.222
1.950,0.503,-0.137,36.011,17.029,-47.974
1.944,0.460,-0.182,40.100,15.930,-57.190
1.937,0.408,-0.219,40.894,17.273,-67.261
1.911,0.385,-0.239,39.001,20.264,-77.759
1.860,0.372,-0.232,35.095,25.085,-87.463
1.780,0.371,-0.237,29.114,31.250,-95.947
1.682,0.337,-0.330,22.034,38.696,-101.379
1.612,0.295,-0.209,12.146,45.288,-101.135
1.547,0.237,-0.250,3.967,49.072,-97.473
1.450,0.210,-0.275,-3.723,47.913,-91.248
1.364,0.233,-0.296,-13.611,41.443,-83.923
1.310,0.222,-0.176,-20.081,34.790,-75.500
1.294,0.301,-0.107,-25.940,27.527,-69.824
1.200,0.309,-0.143,-19.348,24.231,-73.181
1.112,0.249,-0.116,-5.188,17.517,-81.787
1.022,0.182,-0.139,-0.610,8.911,-88.928
0.886,0.102,-0.149,0.549,1.953,-92.346
0.774,0.034,-0.131,-1.953,0.671,-92.834
0.659,0.022,-0.096,-9.644,4.272,-91.736
0.552,0.048,-0.037,-19.592,12.390,-88.562
0.498,0.098,0.010,-28.381,22.827,-84.473
0.481,0.148,0.033,-30.701,33.447,-80.750
0.486,0.140,0.043,-27.222,38.574,-75.684
0.474,0.138,0.048,-22.705,33.264,-69.519
0.428,0.157,0.061,-19.226,21.301,-63.477
0.356,0.154,0.052,-14.893,7.568,-56.702
0.277,0.099,0.047,-9.521,-2.319,-49.988
0.219,0.022,0.041,-5.371,-5.005,-44.617
0.187,-0.024,0.026,-4.517,-1.282,-42.297
0.190,-0.082,-0.014,-6.531,7.385,-42.908
0.202,-0.109,-0.018,-9.949,19.897,-45.044
0.205,-0.084,-0.038,-16.052,29.846,-46.875
0.211,-0.076,-0.024,-21.484,38.574,-47.363
0.214,-0.084,-0.026,-23.376,47.302,-46.326
0.227,-0.102,-0.054,-23.621,53.284,-44.800
0.251,-0.153,-0.067,-21.667,59.448,-40.344
0.273,-0.205,-0.074,-18.555,63.599,-33.936
0.292,-0.252,-0.091,-18.555,62.073,-28.992
0.312,-0.251,-0.132,-22.217,56.763,-26.062
0.297,-0.289,-0.105,-23.743,52.307,-17.761
0.334,-0.278,-0.132,-23.804,48.096,-15.259
0.321,-0.265,-0.143,-26.428,43.030,-12.512
0.316,-0.234,-0.179,-28.931,40.955,-7.324
0.342,-0.250,-0.174,-25.879,42.603,1.709
0.376,-0.256,-0.165,-20.691,44.189,6.958
0.419,-0.218,-0.182,-18.433,41.870,11.169
0.490,-0.173,-0.188,-13.916,37.598,16.296
0.554,-0.150,-0.189,-7.751,28.564,21.790
0.600,-0.126,-0.216,-2.686,15.808,26.733
0.610,-0.128,-0.240,2.014,3.357,29.663
0.613,-0.148,-0.252,4.395,-4.456,30.212
0.611,-0.126,-0.255,4.211,-7.629,29.175
0.596,-0.138,-0.250,4.089,-8.667,29.907
0.604,-0.132,-0.231,4.883,-7.935,30.579
0.611,-0.133,-0.212,6.042,-7.507,30.029
0.623,-0.075,-0.224,8.972,-8.728,27.893
0.600,-0.134,-0.234,12.817,-10.620,30.029
0.620,-0.158,-0.227,14.221,-12.085,30.762
0.611,-0.144,-0.214,11.169,-15.198,31.982
0.593,-0.112,-0.189,9.094,-18.860,33.569
0.581,-0.070,-0.155,10.071,-22.400,35.339
0.560,-0.087,-0.140,11.963,-26.306,38.513
0.547,-0.064,-0.124,13.794,-30.457,40.039
0.537,-0.065,-0.098,15.137,-33.813,40.833
0.542,-0.089,-0.075,17.944,-35.950,41.626
0.537,-0.082,-0.056,22.217,-37.292,41.016
0.528,-0.050,-0.043,25.879,-37.598,39.917
0.531,-0.031,-0.047,29.663,-37.964,39.429
0.552,-0.015,-0.041,33.875,-39.001,40.222
0.564,-0.008,-0.042,35.461,-41.504,41.016
0.563,0.002,-0.050,36.804,-44.678,41.199
0.575,0.011,-0.053,36.682,-47.546,39.917
0.575,0.023,-0.068,35.400,-49.805,38.513
0.594,-0.007,-0.062,35.828,-51.636,38.208
0.607,-0.041,-0.066,37.231,-54.504,40.588
0.614,-0.046,-0.052,37.048,-58.289,46.326
0.639,-0.025,-0.038,36.743,-62.439,53.284
0.683,0.007,-0.047,36.865,-65.430,61.218
0.742,0.051,-0.068,36.316,-68.115,68.604
0.816,0.084,-0.077,33.569,-69.580,73.303
0.863,0.148,-0.089,30.334,-70.435,73.120
0.902,0.164,-0.073,26.123,-69.885,71.106
0.930,0.173,-0.042,23.560,-67.688,67.017
0.994,0.174,0.013,25.208,-66.711,62.744
1.032,0.185,0.092,30.273,-71.655,62.500
1.019,0.183,0.161,36.987,-83.130,65.979
1.026,0.203,0.183,42.603,-97.717,71.960
1.075,0.256,0.178,44.617,-110.168,80.994
1.135,0.228,0.077,43.762,-118.042,92.529
1.400,0.407,0.271,40.039,-122.131,102.783
1.412,0.442,0.103,23.193,-147.583,116.211
1.498,0.421,0.102,20.508,-153.320,96.130
1.559,0.612,0.229,29.663,-125.122,61.646
1.417,0.485,0.240,28.931,-117.798,58.228
1.394,0.398,0.240,25.391,-129.395,57.617
1.353,0.361,0.328,28.931,-121.643,48.157
1.248,0.324,0.289,24.658,-115.356,44.312
1.173,0.276,0.310,18.555,-104.980,38.818
1.157,0.279,0.296,8.667,-85.022,35.034
1.144,0.213,0.298,-2.197,-60.669,35.278
1.274,0.215,0.393,-7.935,-33.936,29.114
1.330,0.227,0.398,-12.512,-20.264,22.949
1.487,0.348,0.467,-11.902,-18.188,19.592
1.508,0.353,0.431,-10.315,-32.654,25.757
1.498,0.347,0.370,-5.493,-49.072,26.001
1.437,0.369,0.299,2.625,-51.270,18.921

